current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
149449,3339,14423,"[80782, 279349, 37666, 155598, 99647]","[2269, 21774, 1660, 18551, 7129]","[1129, 7774, 772, 1272, 1738]",292686,"[9, 4, 3, 3, 2]"
343971,3836,32679,"[72627, 478566, 366622, 419893, 54905]","[2234, 52902, 31989, 28121, 4225]","[750, 8740, 8670, 7701, 934]",881887,"[9, 7, 6, 4, 3]"
174758,1852,4572,"[424491, 17150, 20348, 40180, 200991]","[45437, 1917, 1863, 3211, 8764]","[11314, 333, 412, 810, 5360]",394046,"[10, 10, 8, 4, 2]"
192358,3674,19403,"[238917, 223857, 293010, 127917, 333104]","[12361, 21081, 14374, 4842, 33390]","[1526, 2977, 7179, 2277, 7408]",550325,"[10, 7, 5, 5, 3]"
357058,5500,42337,"[275973, 457867, 171312, 344538, 289904]","[19334, 49343, 8235, 22420, 17468]","[1713, 12229, 4106, 2547, 2407]",1188808,"[10, 8, 6, 4, 3]"
712,12,77,"[427114, 174860, 36351, 268772, 339708]","[26405, 6585, 921, 13882, 25114]","[4861, 5065, 619, 2219, 5210]",1913,"[10, 7, 5, 2, 2]"
944310,9607,45448,"[142620, 413620, 320891, 140768, 393756]","[4509, 36239, 31209, 6242, 10817]","[1950, 7864, 7765, 2121, 5571]",2987373,"[8, 6, 6, 5, 4]"
516684,8397,45552,"[246512, 190883, 481330, 488739, 187935]","[11889, 14704, 55853, 28850, 21954]","[5279, 4750, 6413, 5185, 3649]",1655836,"[10, 9, 7, 6, 2]"
493899,11066,23273,"[294307, 282119, 337507, 443591, 224339]","[17076, 28118, 15484, 11614, 24263]","[8294, 6404, 8185, 2296, 5349]",876272,"[9, 8, 7, 4, 3]"
1311,10,98,"[55835, 371618, 224719, 115632, 100547]","[2175, 13765, 5040, 3720, 4349]","[589, 4902, 1429, 3281, 802]",2157,"[7, 5, 4, 3, 2]"
81983,1075,6872,"[413422, 94511, 272825, 271298, 157550]","[48708, 10789, 25883, 8850, 12642]","[9855, 2728, 6670, 5011, 1595]",177764,"[8, 7, 4, 4, 3]"
240668,3231,6310,"[113892, 243500, 187184, 421112, 103752]","[6939, 17312, 21945, 47803, 8781]","[2232, 3448, 1128, 4923, 2717]",651288,"[8, 8, 7, 4, 3]"
306253,2477,28063,"[262533, 410067, 178536, 403535, 116414]","[28637, 36905, 19314, 44943, 13131]","[4500, 6932, 4592, 5366, 646]",910402,"[10, 7, 6, 5, 2]"
240872,2228,27500,"[192200, 445041, 353931, 77876, 262339]","[17997, 35890, 29938, 3164, 26952]","[5535, 3942, 9629, 1163, 5894]",503466,"[8, 6, 5, 5, 4]"
288872,4869,23566,"[381562, 361298, 324657, 246138, 186474]","[35822, 15072, 30311, 15613, 4725]","[4566, 5663, 7599, 2049, 2270]",960806,"[10, 6, 4, 4, 3]"
246917,7385,21259,"[320432, 319154, 238150, 410253, 369573]","[37312, 36282, 20486, 11153, 25988]","[1963, 8840, 5120, 7937, 5801]",327315,"[9, 7, 6, 6, 3]"
506,4,27,"[177366, 348303, 327859, 18325, 84627]","[14041, 15414, 10467, 1210, 5100]","[3877, 3222, 6246, 409, 1055]",762,"[10, 8, 7, 4, 2]"
172330,3565,14043,"[16051, 194681, 229665, 288138, 191585]","[1848, 19793, 8295, 29792, 10453]","[171, 4779, 6068, 8359, 2970]",350740,"[10, 9, 8, 7, 5]"
333227,8339,25982,"[28522, 366629, 49042, 359398, 449735]","[3251, 39129, 2754, 41601, 47755]","[785, 7287, 1420, 9071, 12816]",1144330,"[9, 7, 3, 2, 2]"
249167,4868,9573,"[101114, 223854, 297677, 202573, 385799]","[4780, 19313, 6279, 7894, 20327]","[2718, 1404, 1860, 3807, 3643]",295534,"[8, 5, 5, 3, 2]"
311412,7497,10016,"[252291, 393536, 247109, 307743, 227520]","[19167, 47113, 20073, 23784, 21821]","[3335, 4458, 6412, 8928, 3534]",800204,"[10, 8, 4, 3, 2]"
186193,4548,18647,"[208743, 254579, 183000, 83790, 283012]","[5004, 23544, 14885, 8717, 16959]","[3942, 6259, 3187, 2499, 6671]",295721,"[9, 8, 7, 5, 5]"
131305,3601,9524,"[244433, 104964, 103137, 56544, 318285]","[26192, 5144, 5475, 2071, 37613]","[1931, 3104, 2337, 408, 2801]",271754,"[9, 8, 5, 5, 2]"
283312,3154,10908,"[494113, 73346, 161723, 397783, 215763]","[52153, 4758, 4151, 42916, 16491]","[4920, 948, 3110, 5709, 2337]",871325,"[10, 8, 7, 6, 3]"
216100,3207,25313,"[110431, 193159, 236517, 75559, 445461]","[5093, 8198, 7243, 2997, 34155]","[2502, 4533, 3371, 2119, 5888]",627903,"[10, 7, 6, 4, 3]"
309682,9215,13393,"[315932, 155174, 323576, 299851, 195965]","[8141, 5071, 7742, 27541, 13278]","[9122, 4470, 8074, 4820, 2529]",727552,"[10, 8, 7, 6, 4]"
259734,5336,24109,"[200009, 136759, 446100, 173143, 112105]","[8223, 13306, 37888, 14731, 12899]","[4338, 2156, 5356, 2331, 1339]",846837,"[8, 7, 7, 6, 3]"
590130,11607,44148,"[373988, 160504, 205467, 265860, 328744]","[26327, 17542, 17549, 10673, 29621]","[10230, 923, 2274, 2347, 8087]",1267101,"[10, 9, 9, 6, 4]"
216693,4791,17743,"[321949, 92704, 395406, 89382, 380431]","[21478, 7393, 13076, 8616, 33499]","[4014, 1528, 11337, 492, 9618]",469627,"[8, 6, 5, 4, 4]"
285101,6757,22232,"[374759, 499400, 192366, 48442, 337450]","[29119, 55637, 16974, 4245, 13600]","[9941, 13297, 3914, 758, 8641]",484453,"[10, 10, 9, 2, 2]"
439892,8602,18128,"[82339, 462620, 312162, 240435, 477732]","[5149, 18944, 12617, 16373, 22969]","[863, 8262, 3830, 1684, 10542]",1491759,"[9, 9, 7, 5, 2]"
130846,2121,4429,"[248111, 6975, 352922, 5494, 31663]","[23878, 603, 22850, 363, 3290]","[2103, 125, 4499, 162, 161]",240823,"[5, 5, 4, 3, 2]"
241464,5898,8757,"[324055, 36889, 341169, 236863, 110838]","[23011, 912, 35481, 19604, 12652]","[6478, 352, 5834, 5120, 1591]",791603,"[10, 7, 5, 5, 2]"
117669,871,8799,"[246339, 152016, 314863, 114663, 471197]","[11004, 10061, 18463, 9398, 35951]","[1769, 1260, 1981, 3304, 9958]",251062,"[8, 8, 5, 4, 3]"
290256,3831,29916,"[162654, 478429, 416419, 435083, 241505]","[13826, 39124, 14639, 44214, 20192]","[2992, 11349, 3681, 12179, 2841]",696378,"[7, 5, 4, 4, 2]"
402548,6049,45188,"[43364, 374134, 322890, 491429, 305376]","[3745, 28261, 26906, 34826, 6505]","[491, 10148, 9115, 3651, 8799]",523020,"[8, 8, 7, 5, 2]"
2052,24,243,"[366001, 65238, 457154, 414106, 238798]","[38026, 7406, 45946, 30115, 18243]","[9329, 398, 10696, 7545, 3564]",3969,"[8, 8, 5, 5, 2]"
451168,7009,16361,"[259831, 210965, 124540, 477999, 336831]","[21226, 19512, 2636, 27074, 34776]","[5405, 4299, 1334, 9943, 8304]",1102282,"[9, 8, 7, 5, 2]"
330849,5784,24661,"[415854, 311817, 492534, 339170, 64703]","[23506, 7964, 46975, 27294, 7611]","[5755, 6752, 13785, 7730, 388]",795677,"[8, 7, 7, 5, 2]"
167386,4817,5606,"[143389, 257229, 2710, 87776, 304709]","[5571, 14543, 176, 2900, 31084]","[4048, 6117, 76, 2069, 4883]",265362,"[9, 9, 9, 3, 2]"
138395,1294,11854,"[57303, 401547, 257437, 389418, 154282]","[5218, 41122, 27913, 44938, 17435]","[732, 4694, 3845, 6474, 1673]",455527,"[8, 8, 6, 6, 3]"
135136,3525,13636,"[374791, 381629, 234194, 75380, 285501]","[10850, 29364, 14121, 5619, 12528]","[7089, 5566, 6367, 953, 7643]",409755,"[10, 10, 6, 3, 3]"
722864,20813,44639,"[283799, 44892, 415405, 404275, 59301]","[19680, 2389, 10517, 30109, 3322]","[5609, 800, 4945, 7478, 858]",846495,"[8, 8, 8, 5, 4]"
123061,1739,5446,"[54314, 311011, 122620, 22194, 9998]","[4438, 32574, 8251, 1825, 1040]","[1606, 2991, 3368, 481, 286]",395890,"[9, 8, 8, 6, 2]"
200428,1982,4924,"[163582, 341437, 256753, 95919, 131601]","[17966, 9723, 6498, 11138, 5262]","[3068, 2344, 6696, 762, 2775]",277316,"[10, 8, 7, 5, 3]"
184100,1821,17864,"[205327, 171137, 213118, 465296, 400091]","[20435, 18374, 22695, 26767, 33438]","[3578, 4658, 5801, 2953, 7723]",506780,"[9, 6, 5, 5, 3]"
611,13,12,"[362609, 136488, 54684, 7812, 498532]","[36032, 13614, 5390, 748, 20693]","[8624, 1175, 1247, 39, 13944]",665,"[9, 9, 5, 5, 4]"
934844,14604,72124,"[183462, 74573, 243384, 304350, 455449]","[18573, 7713, 15436, 30187, 25830]","[4808, 1524, 3397, 7193, 5042]",2372470,"[10, 6, 5, 4, 4]"
277339,2502,19014,"[118028, 348142, 246921, 452253, 115262]","[4826, 24524, 7196, 12765, 3507]","[1355, 7801, 6550, 7190, 2176]",294672,"[10, 9, 8, 8, 3]"
200557,4888,5372,"[147402, 297333, 332237, 49037, 118153]","[12196, 7756, 25596, 3551, 7703]","[2833, 6486, 1970, 833, 3004]",673121,"[9, 9, 6, 4, 3]"
2113,24,142,"[160782, 86260, 260978, 145659, 235389]","[12722, 7899, 22602, 5812, 24551]","[4217, 1303, 2159, 2944, 3279]",5505,"[9, 8, 6, 2, 2]"
487256,12726,26132,"[466526, 233021, 366973, 137047, 412348]","[44447, 10141, 42849, 7850, 47031]","[5757, 4713, 6583, 4084, 6271]",1220370,"[7, 4, 3, 3, 2]"
227751,2818,20082,"[61868, 211066, 198704, 200450, 300125]","[1243, 9416, 6979, 14258, 33434]","[1241, 4230, 1603, 4341, 8165]",389181,"[10, 7, 6, 3, 3]"
146138,1852,16597,"[148462, 214117, 205196, 216294, 460463]","[8453, 17078, 23562, 10435, 20599]","[839, 2152, 2372, 1421, 8790]",186716,"[9, 8, 8, 5, 4]"
1082,5,72,"[407471, 22657, 253204, 372087, 226206]","[47355, 2429, 9584, 16426, 23038]","[7603, 635, 7464, 5055, 1679]",3133,"[10, 7, 6, 4, 4]"
484417,9398,32547,"[118641, 404036, 129295, 397824, 47276]","[11930, 22398, 6876, 15798, 5607]","[1607, 8752, 1074, 6462, 1176]",1374597,"[8, 8, 7, 7, 5]"
327461,7344,7387,"[457964, 361185, 459121, 315469, 19844]","[27028, 15603, 46072, 16213, 1035]","[7384, 8063, 11957, 3361, 279]",797898,"[7, 7, 6, 6, 3]"
131628,1348,14278,"[67053, 42871, 339424, 74536, 174758]","[6916, 1600, 31401, 8109, 8495]","[666, 763, 3533, 1995, 1941]",432256,"[9, 7, 6, 6, 2]"
2057,51,192,"[64699, 59172, 81115, 483483, 73156]","[7054, 5563, 6643, 11590, 8706]","[1239, 678, 1605, 12303, 1350]",6265,"[6, 5, 4, 2, 2]"
237204,2750,13762,"[223866, 126758, 354260, 40224, 356641]","[26392, 12229, 18423, 4279, 39078]","[2108, 802, 6841, 679, 8155]",418839,"[8, 7, 4, 3, 3]"
731,4,60,"[43507, 238554, 57739, 447018, 43684]","[4562, 13439, 2923, 45562, 3272]","[395, 3147, 1244, 3946, 981]",2298,"[9, 4, 4, 4, 4]"
1645,38,125,"[418750, 391037, 469650, 128645, 367443]","[17300, 30941, 45654, 2622, 11529]","[7059, 6229, 13881, 939, 4810]",1888,"[10, 9, 7, 7, 6]"
421,7,17,"[447204, 437882, 42961, 217036, 371541]","[12487, 43382, 1321, 25238, 37724]","[10006, 8210, 1203, 1731, 2988]",1283,"[9, 8, 7, 6, 6]"
1561,19,120,"[211242, 204156, 237530, 235302, 298540]","[14046, 19498, 21280, 10237, 33256]","[3932, 5388, 6129, 1521, 6118]",3425,"[10, 7, 6, 4, 4]"
448815,9296,44764,"[496835, 359725, 471015, 228371, 285429]","[30171, 10492, 54921, 20457, 10594]","[14580, 8235, 3419, 2117, 7602]",1457523,"[10, 6, 5, 3, 3]"
77268,975,7672,"[39423, 97270, 56678, 68668, 182854]","[1821, 6264, 5960, 4302, 15130]","[587, 2445, 567, 1362, 3556]",116703,"[9, 7, 3, 2, 2]"
183942,1028,10809,"[366334, 86899, 16244, 124668, 115724]","[18428, 8442, 897, 14030, 5570]","[5741, 779, 351, 1878, 3301]",341424,"[10, 6, 6, 5, 3]"
304670,6476,33946,"[167235, 343054, 163506, 214196, 408626]","[7797, 16545, 17189, 5120, 48581]","[2013, 1954, 1533, 6114, 12233]",1018438,"[10, 8, 6, 3, 2]"
590539,5120,44696,"[263816, 78993, 192472, 482392, 324873]","[15101, 6873, 6367, 44137, 25334]","[4527, 647, 2301, 5973, 3523]",1827283,"[10, 10, 7, 5, 2]"
198677,4400,13494,"[297124, 73030, 346682, 324998, 117103]","[20522, 5878, 9238, 8119, 7770]","[1500, 450, 3164, 9018, 2828]",439522,"[10, 10, 9, 5, 5]"
126335,1692,7625,"[354118, 5459, 360907, 68921, 45893]","[20906, 564, 12225, 5865, 5293]","[9830, 131, 4209, 521, 602]",418479,"[8, 7, 6, 4, 3]"
139996,838,7502,"[27487, 390938, 88542, 454137, 481613]","[2948, 36448, 7692, 29307, 48960]","[475, 3279, 1063, 4341, 9266]",372936,"[8, 7, 6, 4, 4]"
246115,1822,10341,"[301660, 356910, 418501, 227922, 304205]","[27156, 38835, 49489, 15490, 30531]","[5863, 10503, 4679, 1218, 2935]",551923,"[8, 7, 6, 4, 2]"
280844,4911,8089,"[230028, 485375, 258339, 391256, 90309]","[23789, 32150, 24700, 46735, 8349]","[1232, 4614, 3075, 9997, 2556]",885965,"[9, 5, 4, 4, 4]"
676972,9384,63093,"[13517, 73182, 379135, 461078, 170852]","[420, 5002, 10156, 50194, 16228]","[178, 1459, 8677, 11012, 2544]",1318575,"[9, 6, 4, 4, 3]"
295321,1790,15459,"[218752, 329257, 272398, 308219, 336855]","[18838, 14335, 25907, 24094, 22937]","[4881, 6192, 6574, 8155, 8426]",1025010,"[10, 9, 7, 3, 2]"
142690,1845,9743,"[79395, 209953, 5683, 251059, 150544]","[7564, 5276, 665, 23489, 16517]","[1270, 1354, 61, 7350, 3081]",321025,"[10, 6, 6, 4, 2]"
177662,3477,5789,"[328241, 337392, 92035, 456319, 173083]","[8884, 13117, 8622, 40469, 16786]","[2997, 2049, 1538, 6192, 4226]",204044,"[10, 10, 8, 4, 3]"
2461,72,294,"[338283, 20025, 385509, 198939, 253767]","[34512, 1169, 32175, 7843, 12443]","[3400, 476, 2006, 3020, 6582]",6152,"[7, 7, 3, 3, 2]"
126029,2087,4881,"[235887, 394943, 410792, 214303, 49540]","[28038, 38313, 19962, 20851, 5590]","[2919, 10044, 4496, 3396, 1102]",374160,"[10, 5, 5, 2, 2]"
245038,6063,24075,"[163782, 44457, 184011, 299215, 293142]","[6909, 2241, 16699, 21699, 9013]","[1380, 642, 2477, 7867, 5659]",413956,"[10, 9, 7, 6, 5]"
2566,47,186,"[311283, 15974, 450734, 182778, 217030]","[24435, 1182, 48912, 8771, 5679]","[4887, 446, 7203, 2182, 4440]",8859,"[8, 7, 7, 6, 2]"
183191,1315,4582,"[86979, 110163, 71416, 426327, 107822]","[8834, 7737, 6368, 30436, 6548]","[509, 1029, 1213, 6357, 2811]",496690,"[10, 8, 8, 6, 4]"
1617,25,143,"[486360, 341767, 78582, 270644, 262936]","[44602, 19371, 4856, 21920, 17588]","[11526, 6799, 836, 7243, 2733]",5175,"[7, 6, 5, 3, 2]"
395795,9949,41030,"[271089, 429355, 277728, 95232, 428182]","[30755, 15626, 15156, 6531, 32379]","[7170, 3358, 2138, 1229, 6564]",1147978,"[9, 9, 6, 4, 3]"
288765,2817,32814,"[456041, 203655, 411585, 464480, 64555]","[11888, 22479, 9991, 44123, 5923]","[3110, 1973, 6737, 9773, 1768]",743804,"[10, 10, 8, 8, 5]"
290400,8441,10084,"[154890, 22659, 207891, 479285, 400731]","[15792, 1842, 15533, 55186, 17162]","[2382, 127, 3214, 7000, 11515]",753839,"[8, 8, 7, 6, 5]"
820599,19146,80844,"[494330, 31513, 467652, 50540, 490640]","[15616, 3136, 27185, 2102, 44535]","[14332, 895, 10795, 494, 4343]",1240302,"[10, 10, 10, 6, 5]"
232226,6346,25541,"[151678, 353196, 154820, 297990, 22073]","[4061, 23807, 8111, 18655, 460]","[3493, 3537, 2199, 4487, 146]",257827,"[10, 10, 5, 4, 4]"
323599,2988,30938,"[20152, 353437, 402537, 200254, 477492]","[1485, 34521, 28827, 10437, 21913]","[373, 5795, 7290, 2306, 9437]",435759,"[9, 7, 4, 4, 3]"
444533,13102,26570,"[325487, 413940, 317091, 404166, 144202]","[21329, 39827, 10276, 8334, 7368]","[3652, 5250, 9303, 7757, 2844]",1526744,"[10, 10, 7, 6, 3]"
267446,1731,29738,"[345294, 254593, 96028, 363761, 300604]","[28035, 17377, 5379, 25735, 22249]","[3772, 7566, 2663, 5372, 3412]",789808,"[9, 6, 5, 4, 4]"
729438,14268,86848,"[176472, 239265, 463051, 282472, 105770]","[10905, 9842, 38186, 33576, 10931]","[3896, 5720, 12031, 4749, 2028]",1968374,"[10, 6, 4, 4, 3]"
344890,7112,26470,"[40900, 493929, 336440, 392711, 321665]","[4215, 11043, 39445, 31971, 32168]","[783, 6664, 4173, 2650, 5971]",735684,"[10, 8, 6, 6, 5]"
353552,3923,11652,"[321935, 408384, 387859, 272803, 42886]","[7749, 10332, 15154, 23362, 1981]","[5598, 10070, 3740, 3313, 994]",384572,"[8, 6, 5, 5, 2]"
512400,13002,30767,"[491918, 345097, 210893, 401331, 462706]","[14914, 19060, 23598, 10624, 54366]","[12888, 3476, 4773, 2919, 4160]",1717141,"[10, 9, 9, 8, 3]"
155704,955,6204,"[285615, 52443, 130434, 304813, 397963]","[22014, 2990, 15584, 19997, 34436]","[5018, 397, 1112, 7240, 9965]",434281,"[9, 9, 8, 3, 3]"
375227,7292,29911,"[492709, 401671, 375934, 457328, 153544]","[47207, 21271, 28854, 47746, 14984]","[6612, 10731, 5534, 8003, 3118]",1196997,"[10, 8, 7, 2, 2]"
166630,2579,17317,"[112939, 154928, 5584, 141668, 318744]","[3109, 9035, 618, 10030, 10809]","[1261, 966, 144, 4058, 2213]",570684,"[9, 7, 6, 6, 5]"
251672,1531,12242,"[332709, 83450, 411930, 333744, 312579]","[11538, 8215, 29943, 31401, 22300]","[2154, 1199, 8451, 6915, 9166]",750389,"[8, 7, 5, 4, 2]"
198363,4421,3997,"[35853, 484337, 413668, 331789, 328492]","[3803, 21328, 24767, 23479, 8191]","[796, 4704, 5513, 5097, 6886]",322943,"[10, 9, 3, 3, 2]"
214741,1711,8140,"[243256, 203202, 488843, 468989, 59478]","[22192, 12923, 32940, 34854, 5920]","[4943, 5136, 5092, 4758, 604]",464205,"[10, 8, 5, 5, 4]"
827901,12261,70467,"[187107, 462948, 344942, 216707, 487843]","[8553, 27323, 19438, 5040, 34613]","[1911, 3803, 7851, 5232, 13280]",911780,"[9, 9, 8, 7, 5]"
480811,8888,32907,"[499339, 38763, 334607, 208405, 16172]","[42607, 3553, 12032, 17122, 360]","[7919, 470, 10025, 5849, 140]",1156243,"[7, 6, 4, 2, 2]"
369397,5816,20834,"[96314, 440770, 256564, 105315, 459842]","[7170, 33274, 25466, 2572, 54633]","[2866, 3294, 3489, 2080, 6590]",909076,"[7, 4, 3, 3, 2]"
218806,5456,23045,"[365790, 464513, 347681, 189158, 170210]","[18980, 28786, 32688, 12236, 14622]","[9505, 3534, 8394, 4471, 4339]",284689,"[8, 8, 7, 6, 4]"
96897,2454,8407,"[17525, 490320, 5293, 103740, 70159]","[460, 19745, 429, 10012, 6295]","[108, 8014, 50, 3081, 2102]",178843,"[7, 7, 6, 4, 4]"
362,9,10,"[141897, 488583, 200066, 173105, 127057]","[14602, 37285, 5978, 11745, 12984]","[3771, 4471, 1501, 2540, 843]",521,"[10, 8, 6, 5, 3]"
309232,9077,10962,"[363630, 391727, 349745, 430322, 183901]","[15790, 11543, 29528, 17996, 12503]","[9638, 10035, 3027, 3106, 3973]",366827,"[10, 6, 6, 4, 3]"
351842,9956,35924,"[115206, 308297, 108954, 486622, 208820]","[12347, 34797, 3025, 39833, 8841]","[1740, 6780, 2121, 8585, 5295]",983162,"[10, 7, 6, 5, 4]"
323422,3612,22941,"[42048, 17597, 42564, 486506, 177864]","[4429, 1283, 2813, 57369, 13116]","[246, 308, 686, 5985, 2300]",353926,"[10, 8, 8, 5, 4]"
99342,663,2533,"[181540, 51635, 74759, 61904, 86344]","[7523, 6170, 5747, 3293, 5118]","[1472, 895, 1781, 943, 2302]",299045,"[10, 8, 5, 4, 2]"
243780,5226,16567,"[52821, 295311, 155495, 163288, 370315]","[6079, 25641, 13342, 16999, 33897]","[1064, 4121, 1643, 4009, 5425]",269728,"[8, 7, 6, 5, 2]"
808345,9590,24552,"[184964, 705, 316797, 399949, 289126]","[20181, 26, 19731, 29083, 14857]","[3238, 16, 7242, 11221, 7676]",1659272,"[9, 4, 4, 4, 2]"
243755,3148,26118,"[103197, 194172, 74675, 449208, 182637]","[8815, 9558, 8155, 33793, 4913]","[674, 1665, 767, 12212, 4467]",569769,"[8, 8, 7, 5, 3]"
94688,2329,6844,"[173987, 8587, 84168, 129178, 384795]","[8317, 765, 2642, 10543, 19394]","[3921, 73, 1821, 2934, 10169]",165406,"[10, 9, 9, 9, 5]"
521365,7504,55289,"[422791, 372376, 174126, 499231, 366207]","[15054, 10460, 11445, 49536, 33907]","[10104, 2966, 4626, 12530, 2692]",714559,"[9, 5, 3, 3, 2]"
164347,2421,14446,"[181531, 66745, 207251, 372914, 229593]","[8080, 6398, 13056, 41775, 26993]","[1862, 1269, 3818, 9957, 5114]",559225,"[9, 6, 6, 5, 3]"
902847,14428,102172,"[36808, 251734, 327993, 73993, 268484]","[1402, 16630, 23968, 7559, 18079]","[947, 7266, 7556, 591, 4438]",1988825,"[6, 3, 3, 3, 2]"
2550,75,276,"[316113, 88614, 283932, 241601, 383316]","[19687, 2989, 12371, 11732, 27992]","[8787, 1297, 7452, 5406, 9395]",8271,"[9, 9, 4, 4, 2]"
277303,4409,19962,"[36204, 262630, 457445, 494798, 481283]","[925, 7853, 10296, 18013, 15369]","[600, 3198, 2808, 8033, 9367]",354538,"[9, 8, 6, 5, 4]"
182465,1451,20344,"[220151, 480436, 261291, 218494, 439368]","[14079, 57354, 27248, 9075, 28856]","[2726, 9011, 2770, 1284, 12130]",259306,"[7, 6, 5, 4, 2]"
2443,28,88,"[187922, 489343, 377178, 359905, 240007]","[15981, 12478, 22902, 33228, 12537]","[3253, 11150, 10985, 4797, 5666]",8396,"[10, 8, 6, 5, 5]"
376042,3769,28314,"[274844, 363523, 298088, 276253, 215943]","[6649, 21412, 31764, 28534, 12263]","[6695, 8654, 5089, 4174, 2054]",483130,"[9, 8, 6, 3, 2]"
195241,5638,11268,"[351810, 165583, 244616, 249418, 154940]","[7551, 9851, 6401, 24917, 17491]","[4360, 3521, 1764, 3513, 3005]",284447,"[10, 9, 7, 3, 2]"
975,12,114,"[483158, 95033, 412156, 282080, 226894]","[18306, 9985, 24794, 11870, 19690]","[9107, 883, 10583, 4606, 1998]",2649,"[9, 6, 5, 4, 2]"
182412,2607,13793,"[353108, 272922, 427580, 269673, 332297]","[33831, 13355, 37730, 12334, 14657]","[5803, 6933, 8697, 1784, 7758]",227958,"[10, 8, 7, 6, 6]"
398574,9157,40221,"[300822, 492432, 207569, 319908, 124434]","[35218, 46636, 10282, 11482, 10257]","[8006, 9655, 1094, 7888, 3621]",806660,"[7, 7, 6, 3, 3]"
132955,939,13400,"[163688, 19565, 489338, 10229, 195884]","[12787, 560, 52272, 335, 12503]","[1355, 413, 11473, 293, 2216]",249880,"[10, 8, 7, 5, 4]"
789079,9360,30940,"[328390, 56354, 314286, 107094, 225799]","[27926, 1481, 16281, 10004, 10128]","[6765, 1046, 3635, 3037, 2578]",2116146,"[10, 5, 5, 4, 2]"
2376,16,253,"[30599, 180518, 79950, 374248, 347737]","[2789, 19984, 2619, 10592, 11304]","[818, 3443, 751, 3197, 5610]",7460,"[10, 7, 4, 4, 2]"
204619,3962,9422,"[132672, 174002, 3997, 403602, 383983]","[9078, 11893, 130, 44607, 22064]","[2594, 1771, 56, 10802, 3931]",475879,"[10, 10, 9, 4, 3]"
1219,30,85,"[125187, 379564, 320405, 238782, 298236]","[12199, 14284, 22508, 17366, 33830]","[3522, 2488, 9605, 5890, 4291]",4038,"[10, 10, 9, 7, 4]"
2437,37,250,"[3862, 399196, 97917, 355427, 355045]","[119, 12132, 9961, 23753, 24680]","[105, 11015, 765, 5097, 9721]",4481,"[8, 5, 3, 2, 2]"
85977,1464,9795,"[58855, 227288, 14000, 237066, 66332]","[3013, 18651, 786, 6742, 4807]","[745, 1541, 139, 4853, 499]",113682,"[10, 10, 9, 5, 4]"
158438,3300,12552,"[76179, 194388, 107291, 171000, 328701]","[4910, 19085, 12441, 12727, 16457]","[1893, 5496, 1194, 3797, 8057]",413448,"[9, 7, 6, 6, 3]"
849688,19304,81493,"[3036, 240123, 351319, 221670, 492166]","[273, 21093, 29085, 21602, 21280]","[63, 5030, 7503, 4402, 5186]",2365744,"[10, 8, 8, 6, 5]"
354275,3169,20103,"[257295, 409159, 23858, 492890, 481834]","[30261, 30593, 1814, 56878, 52344]","[4944, 4797, 189, 13106, 13492]",1169781,"[10, 8, 6, 3, 3]"
232087,5552,20224,"[297576, 207586, 438349, 347552, 243463]","[27648, 20161, 28586, 19317, 17231]","[6319, 3644, 10852, 3102, 3628]",623175,"[8, 5, 4, 3, 2]"
226725,5927,11743,"[331496, 241167, 61119, 163077, 129836]","[32965, 23662, 6405, 17119, 11413]","[7868, 5889, 564, 2039, 987]",426248,"[8, 6, 4, 3, 3]"
168962,2397,7495,"[7750, 45841, 310619, 73660, 329838]","[541, 4388, 26254, 8754, 10523]","[178, 292, 4328, 1000, 3761]",533204,"[9, 7, 5, 3, 3]"
423077,4470,12554,"[465610, 283579, 85069, 183110, 261420]","[51356, 17901, 9421, 11477, 25367]","[6984, 5819, 534, 3657, 3371]",709343,"[10, 10, 9, 7, 2]"
2386,54,112,"[242957, 56050, 55618, 339657, 445022]","[7063, 2071, 1415, 20940, 45451]","[6148, 1548, 1314, 3773, 10039]",5279,"[9, 8, 6, 4, 3]"
2830,74,109,"[377230, 150741, 17380, 155252, 22525]","[12371, 6219, 1318, 17810, 637]","[8896, 1527, 132, 2308, 440]",9050,"[10, 8, 7, 4, 3]"
274842,3124,30786,"[186572, 296917, 373775, 198083, 274933]","[6464, 27308, 43396, 6343, 22253]","[2048, 1675, 9645, 3509, 1538]",653872,"[10, 5, 3, 3, 2]"
274721,2166,6429,"[6827, 173938, 321310, 181126, 449673]","[417, 13055, 24179, 12431, 45881]","[60, 1240, 2960, 4093, 3881]",928134,"[10, 9, 5, 5, 2]"
